,E.C,TDS,Cl,NO3 ,Na,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L
880,972,622.08,100,10.36386,85.4,80.0,34.034,339.9424342,2.013851045,3,0.401151316
881,2250,1440.0,440,57.22268,241.0,160.0,48.62,599.9177632,4.278025273,0,-3.398355263
882,1454,930.56,230,99.2096,85.0,128.0,58.344,559.9013158,1.5618357,3,-4.798026316
883,1610,1030.4,230,17.716,165.0,104.0,48.62,459.9177632,3.345153233,3,0.001644737
884,1301,832.64,80,39.01949,51.3,104.0,72.93,559.8766447,0.942634549,3,-1.197532895
885,1067,682.88,120,27.68125,82.45,80.0,38.896,359.9342105,1.889518988,3,-0.798684211
886,3044,1948.16,550,223.2216,349.6,232.0,29.172,699.9506579,5.745262481,0,-4.599013158
887,1693,1083.52,250,22.145,99.32,152.0,63.206,639.8930921,1.70708507,3,-3.597861842
888,2802,1793.28,530,217.021,151.6,264.0,97.24,1059.835526,2.02466012,0,-12.59671053
889,1664,1064.96,280,20.55056,191.7,72.0,58.344,419.9013158,4.067435353,3,-0.598026316
890,1282,820.48,110,21.56923,79.78,88.0,63.206,479.8930921,1.583412054,3,-0.197861842
891,1734,1109.76,320,79.722,103.81,160.0,58.344,639.9013158,1.7842465,3,-6.598026316
892,1837,1175.68,340,85.0368,105.87,200.0,43.758,679.9259868,1.765282667,3,-6.998519737
893,942,602.88,120,46.9474,61.37,96.0,29.172,359.9506579,1.406393341,3,-1.799013158
894,2683,1717.12,480,221.0071,118.0,200.0,131.274,1039.777961,1.591050145,0,-12.79555921
895,690,441.6,50,17.716,35.73,48.0,38.896,279.9342105,0.928489917,2,-0.398684211
896,1320,844.8,190,144.8283,85.0,144.0,29.172,479.9506579,1.686913423,3,-4.599013158
897,1446,925.44,190,13.287,218.0,40.0,43.758,279.9259868,5.665093063,3,3.401480263
898,389,248.96,30,0.3,17.8,32.0,19.448,159.9671053,0.611894886,2,-0.199342105
899,444,284.16,60,1.01867,28.0,24.0,24.31,159.9588816,0.962556023,2,-0.599177632
900,4644,2972.16,1000,528.8226,148.0,592.0,97.24,1879.835526,1.484136865,0,-31.39671053
901,927,593.28,60,29.85146,101.0,48.0,34.034,259.9424342,2.723672883,3,1.801151316
902,1980,1267.2,200,66.0,224.0,112.0,63.206,539.8930921,4.191469371,3,1.602138158
903,344,220.16,20,3.019772727,6.0,48.0,14.586,179.9753289,0.19445402,2,-0.599506579
904,342,218.88,40,3.825045455,19.0,32.0,14.586,139.9753289,0.698232431,2,-0.599506579
905,1197,766.08,40,15.5015,76.0,48.0,43.758,299.9259868,1.908001483,3,-0.398519737
906,672,430.08,80,7.448772727,75.0,56.0,19.448,219.9671053,2.198642191,2,-0.399342105
907,1585,1014.4,260,190.447,103.0,144.0,29.172,479.9506579,2.044142148,3,-5.199013158
908,1162,743.68,150,3.67607,25.0,160.0,9.724,439.9835526,0.518195875,3,-1.399671053
909,1620,1036.8,200,221.45,98.0,200.0,34.034,639.9424342,1.684332332,3,-5.198848684
910,2175,1392.0,370,190.447,116.0,208.0,77.792,839.8684211,1.740301631,3,-8.997368421
911,3026,1936.64,540,416.326,288.0,24.0,204.204,899.6546053,4.174714189,0,-10.19309211
912,1590,1017.6,280,3.27746,157.0,80.0,58.344,439.9013158,3.254574264,3,-1.998026316
913,2483,1589.12,590,73.0785,241.0,64.0,136.136,719.7697368,3.905641847,0,-8.795394737
914,2592,1658.88,460,349.0052,181.0,64.0,170.17,859.7121711,2.683948642,0,-10.59424342
915,579,370.56,70,39.861,33.0,64.0,14.586,219.9753289,0.967384481,2,-1.599506579
917,2265,1449.6,300,301.172,95.0,248.0,63.206,879.8930921,1.392453866,0,-9.397861842
918,1394,892.16,60,5.18193,240.0,48.0,14.586,179.9753289,7.778160809,3,8.000493421
919,1079,690.56,110,14.03993,101.0,64.0,38.896,319.9342105,2.455066142,3,0.401315789
920,1925,1232.0,90,188.2325,378.3,16.0,43.758,219.9259868,11.09098788,3,10.00148026
921,1630,1043.2,240,198.8621,152.0,40.0,97.24,499.8355263,2.955984766,3,-3.996710526
922,1443,923.52,230,18.278483,104.61,136.0,38.896,499.9342105,2.034177929,3,-2.998684211
923,839,536.96,50,28.7885,70.0,32.0,48.62,279.9177632,1.819093301,3,0.601644737
924,1506,963.84,170,219.27979,110.5,152.0,34.034,519.9424342,2.106962521,3,-4.198848684
925,543,347.52,80,3.215454,52.0,32.0,29.172,199.9506579,1.598873443,2,-0.399013158
926,835,534.4,90,16.3873,35.26,96.0,24.31,339.9588816,0.831459837,3,-1.599177632
927,1406,899.84,230,151.0289,75.0,72.0,87.516,539.8519737,1.403447207,3,-6.197039474
928,805,515.2,50,135.0845,22.94,56.0,48.62,339.9177632,0.540976809,3,-2.798355263
929,995,636.8,50,18.119039,214.0,16.0,4.862,59.99177632,12.01268466,3,7.200164474
930,2967,1898.88,240,13.10984,599.0,24.0,24.31,159.9588816,20.59182349,0,18.20082237
931,1397,894.08,150,1.7716,59.38,184.0,24.31,559.9588816,1.091023961,3,-2.399177632
932,508,325.12,100,23.20796,44.0,40.0,24.31,199.9588816,1.352865093,2,-1.599177632
933,1180,755.2,150,38.44372,91.0,88.0,43.758,399.9259868,1.978443917,3,-1.798519737
934,1381,883.84,170,220.25417,78.29,120.0,53.482,519.9095395,1.492844471,3,-5.198190789
935,2718,1739.52,670,17.22881,125.0,272.0,97.24,1079.835526,1.653877623,0,-14.39671053
936,2819,1804.16,540,28.38989,408.3,152.0,29.172,499.9506579,7.93940528,0,1.400986842
937,519,332.16,80,2.39166,48.48,40.0,14.586,159.9753289,1.666511325,2,-0.599506579
938,1320,844.8,50,15.111748,282.0,8.0,9.724,59.98355263,15.8308845,3,10.00032895
939,1504,962.56,220,35.65345,113.95,160.0,24.31,499.9588816,2.215742814,3,-2.199177632
940,2144,1372.16,400,38.26656,213.6,88.0,92.378,599.84375,3.79187789,3,-3.396875
941,942,602.88,40,34.28046,45.75,96.0,34.034,379.9424342,1.020479681,3,0.001151316
942,910,582.4,50,37.82366,40.32,72.0,48.62,379.9177632,0.899389654,3,-0.598355263
943,1014,648.96,160,20.46198,95.01,48.0,43.758,299.9259868,2.385252907,3,-1.198519737
944,1320,844.8,240,36.920144,55.96,136.0,48.62,539.9177632,1.047094942,3,-5.398355263
945,2080,1331.2,110,58.9057,380.0,32.0,38.896,239.9342105,10.66619877,3,11.60131579
947,942,602.88,40,34.28046,45.75,96.0,34.034,379.9424342,1.020479681,3,0.001151316
948,2162,1383.68,200,172.731,427.5,24.0,24.31,159.9588816,14.69616785,3,9.000822368
949,543,347.52,80,3.215454,52.0,32.0,29.172,199.9506579,1.598873443,2,-0.399013158
950,505,323.2,70,5.49196,50.0,8.0,29.172,139.9506579,1.837615715,2,-0.199013158
951,2244,1436.16,390,108.9534,283.8,72.0,77.792,499.8684211,5.518953113,3,-0.997368421
952,1510,966.4,130,8.4151,148.9,56.0,68.068,419.8848684,3.159379164,3,2.602302632
953,2592,1658.88,470,271.45341,208.0,112.0,121.55,779.7944079,3.238511479,0,-8.995888158
954,1608,1029.12,340,3.0,188.8,72.0,48.62,379.9177632,4.211427747,3,-1.998355263
955,985,630.4,110,79.98774,29.78,88.0,48.62,419.9177632,0.631851083,3,-3.398355263
956,1577,1009.28,380,69.5353,95.0,120.0,68.068,579.8848684,1.715239941,3,-8.197697368
957,2368,1515.52,500,240.4947,142.3,104.0,145.86,859.7532895,2.110037341,0,-12.59506579
958,1023,654.72,50,2.2145,170.4,24.0,24.31,159.9588816,5.85784094,3,5.800822368
959,4584,2933.76,990,520.8504,391.4,360.0,111.826,1359.810855,4.614809026,0,-22.79621711
960,1768,1131.52,260,95.97643,153.4,88.0,77.792,539.8684211,2.870473628,3,-2.997368421
961,799,511.36,10,16.3873,96.96,40.0,24.31,199.9588816,2.981222713,3,3.600822368
962,2472,1582.08,490,46.0616,325.5,16.0,121.55,539.7944079,6.091285653,0,-1.795888158
963,915,585.6,100,5.3148,106.45,40.0,29.172,219.9506579,3.120722823,3,1.600986842
964,1301,832.64,120,66.23368182,103.0,64.0,72.93,459.8766447,2.088279916,3,-0.597532895
965,990,633.6,140,21.13840909,110.0,40.0,38.896,259.9342105,2.966423331,3,-0.198684211
966,783,501.12,20,50.53086364,82.0,24.0,38.896,219.9342105,2.404028556,3,2.001315789
967,1290,825.6,140,72.87718182,89.0,64.0,72.93,459.8766447,1.804436044,3,-1.597532895
968,972,622.08,110,43.48472727,92.0,32.0,53.482,299.9095395,2.309749338,3,-0.198190789
969,731,467.84,90,16.50809091,64.0,32.0,38.896,239.9342105,1.796412425,2,-0.198684211
970,434,277.76,50,2.617136364,38.0,16.0,24.31,139.9588816,1.396546912,2,0.000822368
971,1387,887.68,270,47.71240909,101.0,104.0,53.482,479.9095395,2.004535936,3,-4.598190789
972,1386,887.04,190,87.37209091,138.0,64.0,58.344,399.9013158,3.000370134,3,-1.398026316
973,637,407.68,60,23.75554545,45.0,24.0,38.896,219.9342105,1.319283964,2,-0.398684211
974,1572,1006.08,160,196.8891818,133.0,96.0,63.206,499.8930921,2.586337741,3,-2.597861842
975,1114,712.96,90,35.96348,72.44,120.0,29.172,419.9506579,1.536920745,3,-0.399013158
976,4303,2753.92,1060,69.5353,208.0,232.0,262.548,1659.555921,2.219931396,0,-22.79111842
977,1612,1031.68,220,70.864,125.0,184.0,24.31,559.9588816,2.296699143,3,-2.999177632
978,934,597.76,60,0.651063,84.0,88.0,14.586,279.9753289,2.182687535,3,1.600493421
979,798,510.72,50,21.635665,38.05,96.0,19.448,319.9671053,0.924856086,3,-0.399342105
980,1169,748.16,130,20.670143,91.0,104.0,29.172,379.9506579,2.029784613,3,-0.599013158
981,760,486.4,40,13.7299,37.07,96.0,14.586,299.9753289,0.930576285,3,0.000493421
982,934,597.76,60,17.93745,86.2,56.0,34.034,279.9424342,2.239984754,3,1.401151316
983,876,560.64,60,3.228741,114.0,32.0,29.172,199.9506579,3.505222547,3,2.600986842
984,922,590.08,90,48.09894,30.0,120.0,24.31,399.9588816,0.652207436,3,-2.399177632
985,1589,1016.96,180,124.012,80.0,152.0,63.206,639.8930921,1.375018179,3,-4.397861842
986,1128,721.92,100,145.7141,58.0,136.0,24.31,439.9588816,1.202248137,3,-2.999177632
987,1995,1276.8,270,126.2265,200.0,120.0,77.792,619.8684211,3.492628581,3,-2.797368421
988,1208,773.12,150,45.57441,72.41,112.0,38.896,439.9342105,1.500986699,3,-2.398684211
989,1578,1009.92,270,14.1728,140.0,168.0,14.586,479.9753289,2.77837423,3,-2.799506579
990,1541,986.24,170,34.81194,77.0,104.0,87.516,619.8519737,1.344679844,3,-2.797039474
991,1102,705.28,130,14.1728,85.48,88.0,34.034,359.9424342,1.958935573,3,-0.598848684
992,4060,2598.4,430,79.722,505.0,272.0,92.378,1059.84375,6.744389142,0,-12.796875
993,1888,1208.32,180,84.151,250.0,112.0,34.034,419.9424342,5.304168255,3,2.001151316
994,1686,1079.04,230,186.018,105.72,160.0,48.62,599.9177632,1.876650755,3,-5.798355263
995,1052,673.28,100,47.43459,70.0,72.0,48.62,379.9177632,1.561440372,3,-0.998355263
996,991,634.24,90,19.22186,56.0,80.0,43.758,379.9259868,1.249138778,3,-0.798519737
997,889,568.96,50,12.31262,83.0,32.0,48.62,279.9177632,2.156924914,3,1.601644737
998,886,567.04,120,32.21090909,43.0,48.0,48.62,319.9177632,1.045253047,3,-2.998355263
999,572,366.08,90,15.09886364,55.0,56.0,19.448,219.9671053,1.612337607,2,-0.799342105
1000,1568,1003.52,240,7.448772727,268.0,64.0,19.448,239.9671053,7.521961422,3,3.400657895
1001,692,442.88,100,42.27681818,64.0,80.0,24.31,299.9588816,1.606649988,2,-1.199177632
1002,724,463.36,80,30.60036364,32.0,40.0,43.758,279.9259868,0.831573294,2,-1.998519737
1003,672,430.08,130,19.4876,81.0,40.0,9.724,139.9835526,2.976587662,2,-0.799671053
1004,2558,1637.12,510,89.15577,226.0,144.0,87.516,719.8519737,3.662342892,0,-6.197039474
1005,742,474.88,60,32.46457,34.0,80.0,24.31,299.9588816,0.853532806,2,-0.799177632
1006,890,569.6,40,86.8084,57.98,24.0,58.344,299.9013158,1.45566416,3,-0.198026316
1007,2129,1362.56,450,134.6416,174.0,160.0,72.93,699.8766447,2.859635381,3,-7.797532895
1008,1948,1246.72,330,245.8095,202.2,136.0,38.896,499.9342105,3.931849509,3,-4.998684211
1009,1026,656.64,140,113.3824,50.55,136.0,14.586,399.9753289,1.098946934,3,-3.999506579
1010,1255,803.2,140,100.0954,49.0,152.0,43.758,559.9259868,0.900332509,3,-3.998519737
1011,4516,2890.24,610,1028.0,336.6,264.0,111.826,1119.810855,4.373347016,0,-13.59621711
1012,928,593.92,80,46.0616,89.54,40.0,38.896,259.9342105,2.414668592,3,0.601315789
1013,1440,921.6,160,18.1589,61.5,136.0,53.482,559.9095395,1.130025767,3,-2.598190789
1014,1725,1104.0,270,104.9673,179.8,96.0,53.482,459.9095395,3.645235931,3,-1.998190789
1015,3928,2513.92,860,19.4876,159.6,392.0,150.722,1599.745066,1.73492083,0,-23.19490132
1016,1716,1098.24,280,108.5105,57.01,168.0,72.93,719.8766447,0.923834471,3,-7.597532895
1017,957,612.48,100,8.858,56.0,112.0,14.586,339.9753289,1.320494175,3,-0.799506579
1018,1568,1003.52,240,186.018,60.15,152.0,63.206,639.8930921,1.033841794,3,-7.597861842
1019,2789,1784.96,450,461.0,75.25,272.0,126.412,1199.786184,0.944553888,0,-17.79572368
1020,1027,657.28,60,26.574,42.8,120.0,29.172,419.9506579,0.908064714,3,-0.399013158
1021,1691,1082.24,230,81.9365,137.0,128.0,53.482,539.9095395,2.56349356,3,-2.398190789
1022,3050,1952.0,550,427.61995,101.92,256.0,160.446,1299.728618,1.229150998,0,-18.79457237
1023,732,468.48,40,3.445762,45.75,88.0,9.724,259.9835526,1.233645348,2,0.600328947
1024,428,273.92,40,1.585582,11.99,56.0,9.724,179.9835526,0.388575073,2,-0.599671053
1025,1334,853.76,190,10.904198,110.8,104.0,43.758,439.9259868,2.296794375,3,-1.198519737
1026,1371,877.44,130,10.080404,84.93,112.0,53.482,499.9095395,1.651534217,3,-0.398190789
1027,3140,2009.6,530,189.38404,195.1,200.0,131.274,1039.777961,2.630626129,0,-9.395559211
1028,2458,1573.12,430,193.85733,261.1,184.0,38.896,619.9342105,4.559384665,0,-4.998684211
1029,2103,1345.92,430,8.587831,140.8,192.0,58.344,719.9013158,2.281593837,3,-7.398026316
1030,983,629.12,70,12.26833,56.37,104.0,24.31,359.9588816,1.291795454,3,-0.199177632
1031,1246,797.44,140,12.290475,79.73,128.0,29.172,439.9506579,1.652692067,3,-0.999013158
1032,670,428.8,50,46.5045,50.0,56.0,29.172,259.9506579,1.348331584,2,-0.399013158
1033,1194,764.16,200,86.3655,44.0,80.0,68.068,479.8848684,0.873285627,3,-4.997697368
1034,1188,760.32,180,45.6187,142.0,24.0,43.758,239.9259868,3.985858376,3,0.201480263
1035,890,569.6,100,22.5879,93.0,56.0,29.172,259.9506579,2.507896747,3,0.600986842
1036,1364,872.96,300,36.98215,98.0,64.0,58.344,399.9013158,2.130697632,3,-5.198026316
1037,603,385.92,40,41.6326,29.6,40.0,38.896,259.9342105,0.798237551,2,-0.598684211
1038,324,207.36,30,9.7438,11.7,32.0,9.724,119.9835526,0.4644053,2,-0.399671053
1039,1336,855.04,180,74.48772727,147.0,104.0,19.448,339.9671053,3.466339132,3,-0.399342105
1040,758,485.12,80,57.77831818,79.0,48.0,24.31,219.9588816,2.3159464,3,0.000822368
1041,779,498.56,20,42.67945455,43.0,32.0,53.482,299.9095395,1.079556756,3,0.401809211
1042,1776,1136.64,290,57.17436364,174.0,88.0,72.93,519.8766447,3.31796086,3,-1.997532895
1043,1244,796.16,160,38.04913636,121.0,48.0,53.482,339.9095395,2.853486733,3,-0.598190789
1044,1086,695.04,130,58.18095455,96.0,80.0,29.172,319.9506579,2.333468235,3,-0.799013158
1045,850,544.0,30,57.577,55.55,80.0,24.31,299.9588816,1.394521982,3,0.200822368
1046,830,531.2,60,31.0,51.81,40.0,53.482,319.9095395,1.259424568,3,-0.398190789
1047,1275,816.0,60,27.0,64.29,120.0,48.62,499.9177632,1.250162033,3,0.401644737
1048,1084,693.76,60,143.0,27.17,176.0,9.724,479.9835526,0.539198437,3,-3.399671053
1049,991,634.24,100,3.494481,90.2,64.0,34.034,299.9424342,2.26443441,3,0.201151316
1050,771,493.44,50,9.47806,32.6,56.0,38.896,299.9342105,0.818420995,3,-0.398684211
1051,4986,3191.04,1270,165.2017,464.2,384.0,116.688,1439.802632,5.318948907,0,-20.19605263
1052,598,382.72,30,26.0,39.0,32.0,29.172,199.9506579,1.199155082,2,0.200986842
1053,2693,1723.52,470,217.021,300.0,184.0,63.206,719.8930921,4.861378272,0,-5.597861842
1054,708,453.12,90,18.29177,91.0,40.0,19.448,179.9671053,2.949286689,2,0.600657895
1055,1154,738.56,240,24.0,60.3,80.0,53.482,419.9095395,1.279415493,3,-4.798190789
1056,620,396.8,80,24.00518,39.96,24.0,34.034,199.9424342,1.228698013,2,-1.598848684
1057,3197,2046.08,770,185.1322,209.0,208.0,126.412,1039.786184,2.818035299,0,-14.99572368
1058,1590,1017.6,310,221.0071,118.0,96.0,68.068,519.8848684,2.250093591,3,-7.797697368
1059,650,416.0,70,20.10766,58.0,24.0,34.034,199.9424342,1.783395514,2,0.201151316
1060,460,294.4,20,25.99823,42.0,24.0,19.448,139.9671053,1.543506504,2,0.800657895
1061,580,371.2,30,40.0,35.0,24.0,38.896,219.9342105,1.026109749,2,-0.198684211
1062,654,418.56,80,45.0,34.0,48.0,34.034,259.9424342,0.91687998,2,-1.798848684
1063,1097,702.08,240,53.0,56.78,72.0,58.344,419.9013158,1.204741676,3,-5.398026316
1064,499,319.36,40,47.3903,18.0,40.0,29.172,219.9506579,0.527693854,2,-1.199013158
1065,1705,1091.2,350,34.0,196.0,104.0,38.896,419.9342105,4.15850863,3,-2.398684211
1066,580,371.2,20,15.0,19.0,56.0,29.172,259.9506579,0.512366002,2,-0.199013158
1067,552,353.28,40,30.0,17.0,64.0,19.448,239.9671053,0.477139344,2,-1.199342105
1068,638,408.32,50,17.05165,73.0,48.0,14.586,179.9753289,2.365857246,2,1.200493421
1069,640,409.6,50,9.56664,69.79,48.0,14.586,179.9753289,2.261824345,2,1.200493421
1070,1265,809.6,230,5.09335,84.08,104.0,43.758,439.9259868,1.742910389,3,-3.398519737
1071,643,411.52,50,16.8302,72.96,56.0,9.724,179.9835526,2.364506865,2,1.400328947
1072,1270,812.8,220,3.72036,83.71,112.0,38.896,439.9342105,1.73522437,3,-3.198684211
1073,635,406.4,50,9.3009,66.7,48.0,14.586,179.9753289,2.161680525,2,1.200493421
1074,709,453.76,60,16.87449,72.09,64.0,14.586,219.9753289,2.11329537,2,0.800493421
1075,4040,2585.6,830,367.607,312.0,112.0,262.548,1359.555921,3.67898672,0,-17.99111842
1076,2454,1570.56,500,42.88077273,246.0,56.0,136.136,699.7697368,4.043241599,0,-5.395394737
1077,733,469.12,120,32.41222727,60.0,16.0,48.62,239.9177632,1.684194375,2,-1.598355263
1078,1308,837.12,160,44.29,110.0,48.0,72.93,419.8766447,2.334016867,3,-0.797532895
1079,1283,821.12,190,41.27022727,133.0,32.0,68.068,359.8848684,3.048189842,3,-0.597697368
1080,476,304.64,40,35.83463636,42.0,16.0,29.172,159.9506579,1.443871151,2,0.000986842
1081,2316,1482.24,350,245.0042273,214.0,88.0,116.688,699.8026316,3.517208805,0,-5.596052632
1082,1295,828.8,180,45.69922727,117.0,48.0,68.068,399.8848684,2.543844383,3,-1.197697368
1083,1367,874.88,320,18.52127273,132.0,40.0,72.93,399.8766447,2.87000779,3,-4.197532895
1084,554,354.56,70,18.92390909,44.0,24.0,34.034,199.9424342,1.352920735,2,-0.598848684
1085,1255,803.2,200,93.41163636,108.0,80.0,43.758,379.9259868,2.409053359,3,-3.598519737
1086,761,487.04,90,53.75195455,72.0,48.0,24.31,219.9588816,2.110735959,3,-0.599177632
1087,1615,1033.6,250,192.0575455,160.0,88.0,48.62,419.9177632,3.394767404,3,-4.398355263
1088,1932,1236.48,220,173.9389091,195.0,80.0,63.206,459.8930921,3.95346895,3,-1.997861842
1089,2179,1394.56,360,118.5764091,302.0,88.0,53.482,439.9095395,6.260332743,3,-0.198190789
1090,1030,659.2,110,58.78490909,98.0,48.0,43.758,299.9259868,2.460317702,3,-0.398519737
1091,1965,1257.6,360,18.73467,290.0,48.0,92.378,499.84375,5.639661383,3,1.203125
1092,2188,1400.32,390,54.12238,122.1,144.0,111.826,819.8108553,1.854090786,3,-7.796217105
1093,1514,968.96,210,119.1401,107.65,120.0,53.482,519.9095395,2.052684983,3,-3.998190789
1094,1490,953.6,110,33.2175,133.2,104.0,48.62,459.9177632,2.700450974,3,2.201644737
1095,1436,919.04,180,179.3745,205.8,40.0,29.172,219.9506579,6.033299736,3,2.400986842
1096,797,510.08,90,32.64173,58.08,48.0,43.758,299.9259868,1.458114818,3,-0.798519737
1097,435,278.4,40,18.51322,33.18,32.0,29.172,199.9506579,1.020204247,2,-0.199013158
1098,906,579.84,150,37.51363,55.93,96.0,24.31,339.9588816,1.31887546,3,-2.199177632
1099,3279,2098.56,510,578.4274,295.2,328.0,34.034,959.9424342,4.142532479,0,-14.39884868
1100,599,383.36,70,52.52794,36.94,40.0,38.896,259.9342105,0.99617889,2,-1.598684211
1101,2324,1487.36,370,336.1611,169.3,160.0,97.24,799.8355263,2.602727956,0,-8.596710526
1102,2109,1349.76,260,332.175,211.3,48.0,116.688,599.8026316,3.751176315,3,-3.396052632
1103,1115,713.6,220,44.20142,60.44,80.0,53.482,419.9095395,1.282385944,3,-4.398190789
1104,5053,3233.92,1360,76.35596,465.2,400.0,92.378,1379.84375,5.444987846,0,-21.996875
1105,2280,1459.2,340,506.2347,170.7,152.0,97.24,779.8355263,2.657689111,0,-11.59671053
